Timestamp,Metric_M,Metric_V
2025-04-21 19:17:55,Idle: 57.87,"Temperature: 84.0, Frequency: 146045798002, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
2025-04-21 19:17:56,Idle: 57.82,"Temperature: 84.0, Frequency: 146045863510, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
2025-04-21 19:17:57,Idle: 57.76,"Temperature: 83.4, Frequency: 147471884562, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
2025-04-21 19:17:58,Idle: 57.71,"Temperature: 84.0, Frequency: 146045813334, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
2025-04-21 19:17:59,Idle: 57.65,"Temperature: 84.5, Frequency: 146045825832, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
2025-04-21 19:18:00,Idle: 57.6,"Temperature: 84.0, Frequency: 146045876612, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
2025-04-21 19:18:01,Idle: 57.54,"Temperature: 83.4, Frequency: 146045798002, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
2025-04-21 19:18:02,Idle: 57.49,"Temperature: 83.4, Frequency: 147471869828, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
2025-04-21 19:18:03,Idle: 57.43,"Temperature: 83.4, Frequency: 147471869828, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
2025-04-21 19:18:04,Idle: 57.38,"Temperature: 81.2, Frequency: 154618968072, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
2025-04-21 19:18:05,Idle: 57.33,"Temperature: 84.0, Frequency: 146045825832, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
2025-04-21 19:18:07,Idle: 57.28,"Temperature: 84.0, Frequency: 146045798002, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
2025-04-21 19:18:08,Idle: 57.23,"Temperature: 84.5, Frequency: 146045798002, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
2025-04-21 19:18:09,Idle: 57.17,"Temperature: 84.0, Frequency: 146045761024, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
2025-04-21 19:18:10,Idle: 57.12,"Temperature: 83.4, Frequency: 147471869828, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
2025-04-21 19:18:11,Idle: 57.06,"Temperature: 83.4, Frequency: 146045825832, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
2025-04-21 19:18:12,Idle: 57.01,"Temperature: 83.4, Frequency: 147471832150, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
2025-04-21 19:18:13,Idle: 56.96,"Temperature: 83.4, Frequency: 147471947840, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
2025-04-21 19:18:14,Idle: 56.9,"Temperature: 83.4, Frequency: 147471935336, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
2025-04-21 19:18:15,Idle: 56.85,"Temperature: 83.4, Frequency: 147471819048, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
2025-04-21 19:18:16,Idle: 56.8,"Temperature: 84.0, Frequency: 146045863510, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
2025-04-21 19:18:17,Idle: 56.75,"Temperature: 84.5, Frequency: 142908478276, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
2025-04-21 19:18:18,Idle: 56.7,"Temperature: 83.4, Frequency: 147471884562, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
2025-04-21 19:18:19,Idle: 56.64,"Temperature: 84.0, Frequency: 146045825832, Voltage: 0.72, Throttling: 917512, Memory: 1020"
2025-04-21 19:18:20,Idle: 56.59,"Temperature: 82.9, Frequency: 150609269398, Voltage: 0.72, Throttling: 917512, Memory: 1020"
2025-04-21 19:18:21,Idle: 56.54,"Temperature: 82.3, Frequency: 150609269398, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
2025-04-21 19:18:22,Idle: 56.49,"Temperature: 84.0, Frequency: 142908426262, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
2025-04-21 19:18:23,Idle: 56.44,"Temperature: 84.0, Frequency: 146045863510, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
2025-04-21 19:18:24,Idle: 56.39,"Temperature: 82.3, Frequency: 146045825832, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
2025-04-21 19:18:25,Idle: 56.33,"Temperature: 82.9, Frequency: 150609230184, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
2025-04-21 19:18:26,Idle: 56.28,"Temperature: 82.9, Frequency: 150609217088, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
2025-04-21 19:18:27,Idle: 56.23,"Temperature: 83.4, Frequency: 147471947840, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
2025-04-21 19:18:28,Idle: 56.18,"Temperature: 84.0, Frequency: 146045813334, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
2025-04-21 19:18:29,Idle: 56.13,"Temperature: 84.5, Frequency: 142908478276, Voltage: 0.8404, Throttling: 917512, Memory: 1020"
